>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 1272 started ======
====== scala-kmeans (scala) [default], iteration 1272 completed (237.081 ms) ======
====== scala-kmeans (scala) [default], iteration 1273 started ======
====== scala-kmeans (scala) [default], iteration 1273 completed (238.722 ms) ======
====== scala-kmeans (scala) [default], iteration 1274 started ======
====== scala-kmeans (scala) [default], iteration 1274 completed (236.705 ms) ======
====== scala-kmeans (scala) [default], iteration 1275 started ======
====== scala-kmeans (scala) [default], iteration 1275 completed (238.054 ms) ======
====== scala-kmeans (scala) [default], iteration 1276 started ======
====== scala-kmeans (scala) [default], iteration 1276 completed (235.821 ms) ======
====== scala-kmeans (scala) [default], iteration 1277 started ======
====== scala-kmeans (scala) [default], iteration 1277 completed (236.536 ms) ======
====== scala-kmeans (scala) [default], iteration 1278 started ======
====== scala-kmeans (scala) [default], iteration 1278 completed (237.893 ms) ======
====== scala-kmeans (scala) [default], iteration 1279 started ======
====== scala-kmeans (scala) [default], iteration 1279 completed (237.325 ms) ======
====== scala-kmeans (scala) [default], iteration 1280 started ======
====== scala-kmeans (scala) [default], iteration 1280 completed (238.440 ms) ======
====== scala-kmeans (scala) [default], iteration 1281 started ======
====== scala-kmeans (scala) [default], iteration 1281 completed (237.005 ms) ======
====== scala-kmeans (scala) [default], iteration 1282 started ======
====== scala-kmeans (scala) [default], iteration 1282 completed (237.483 ms) ======
====== scala-kmeans (scala) [default], iteration 1283 started ======
====== scala-kmeans (scala) [default], iteration 1283 completed (239.273 ms) ======
====== scala-kmeans (scala) [default], iteration 1284 started ======
====== scala-kmeans (scala) [default], iteration 1284 completed (236.651 ms) ======
====== scala-kmeans (scala) [default], iteration 1285 started ======
====== scala-kmeans (scala) [default], iteration 1285 completed (237.776 ms) ======
====== scala-kmeans (scala) [default], iteration 1286 started ======
====== scala-kmeans (scala) [default], iteration 1286 completed (236.938 ms) ======
====== scala-kmeans (scala) [default], iteration 1287 started ======
====== scala-kmeans (scala) [default], iteration 1287 completed (235.692 ms) ======
====== scala-kmeans (scala) [default], iteration 1288 started ======
====== scala-kmeans (scala) [default], iteration 1288 completed (238.071 ms) ======
====== scala-kmeans (scala) [default], iteration 1289 started ======
====== scala-kmeans (scala) [default], iteration 1289 completed (236.897 ms) ======
====== scala-kmeans (scala) [default], iteration 1290 started ======
====== scala-kmeans (scala) [default], iteration 1290 completed (237.907 ms) ======
====== scala-kmeans (scala) [default], iteration 1291 started ======
====== scala-kmeans (scala) [default], iteration 1291 completed (238.416 ms) ======
====== scala-kmeans (scala) [default], iteration 1292 started ======
====== scala-kmeans (scala) [default], iteration 1292 completed (236.839 ms) ======
====== scala-kmeans (scala) [default], iteration 1293 started ======
====== scala-kmeans (scala) [default], iteration 1293 completed (243.817 ms) ======
====== scala-kmeans (scala) [default], iteration 1294 started ======
====== scala-kmeans (scala) [default], iteration 1294 completed (236.134 ms) ======
====== scala-kmeans (scala) [default], iteration 1295 started ======
====== scala-kmeans (scala) [default], iteration 1295 completed (237.528 ms) ======
====== scala-kmeans (scala) [default], iteration 1296 started ======
====== scala-kmeans (scala) [default], iteration 1296 completed (239.147 ms) ======
====== scala-kmeans (scala) [default], iteration 1297 started ======
====== scala-kmeans (scala) [default], iteration 1297 completed (237.064 ms) ======
====== scala-kmeans (scala) [default], iteration 1298 started ======
====== scala-kmeans (scala) [default], iteration 1298 completed (236.978 ms) ======
====== scala-kmeans (scala) [default], iteration 1299 started ======
====== scala-kmeans (scala) [default], iteration 1299 completed (237.412 ms) ======
====== scala-kmeans (scala) [default], iteration 1300 started ======
====== scala-kmeans (scala) [default], iteration 1300 completed (237.018 ms) ======
====== scala-kmeans (scala) [default], iteration 1301 started ======
====== scala-kmeans (scala) [default], iteration 1301 completed (237.024 ms) ======
====== scala-kmeans (scala) [default], iteration 1302 started ======
====== scala-kmeans (scala) [default], iteration 1302 completed (236.738 ms) ======
====== scala-kmeans (scala) [default], iteration 1303 started ======
====== scala-kmeans (scala) [default], iteration 1303 completed (238.040 ms) ======
====== scala-kmeans (scala) [default], iteration 1304 started ======
====== scala-kmeans (scala) [default], iteration 1304 completed (236.753 ms) ======
====== scala-kmeans (scala) [default], iteration 1305 started ======
====== scala-kmeans (scala) [default], iteration 1305 completed (250.728 ms) ======
====== scala-kmeans (scala) [default], iteration 1306 started ======
====== scala-kmeans (scala) [default], iteration 1306 completed (251.327 ms) ======
====== scala-kmeans (scala) [default], iteration 1307 started ======
====== scala-kmeans (scala) [default], iteration 1307 completed (235.880 ms) ======
====== scala-kmeans (scala) [default], iteration 1308 started ======
====== scala-kmeans (scala) [default], iteration 1308 completed (236.372 ms) ======
====== scala-kmeans (scala) [default], iteration 1309 started ======
====== scala-kmeans (scala) [default], iteration 1309 completed (237.389 ms) ======
====== scala-kmeans (scala) [default], iteration 1310 started ======
====== scala-kmeans (scala) [default], iteration 1310 completed (237.606 ms) ======
====== scala-kmeans (scala) [default], iteration 1311 started ======
====== scala-kmeans (scala) [default], iteration 1311 completed (235.249 ms) ======
====== scala-kmeans (scala) [default], iteration 1312 started ======
====== scala-kmeans (scala) [default], iteration 1312 completed (237.672 ms) ======
====== scala-kmeans (scala) [default], iteration 1313 started ======
====== scala-kmeans (scala) [default], iteration 1313 completed (237.873 ms) ======
====== scala-kmeans (scala) [default], iteration 1314 started ======
====== scala-kmeans (scala) [default], iteration 1314 completed (236.798 ms) ======
====== scala-kmeans (scala) [default], iteration 1315 started ======
====== scala-kmeans (scala) [default], iteration 1315 completed (238.408 ms) ======
====== scala-kmeans (scala) [default], iteration 1316 started ======
====== scala-kmeans (scala) [default], iteration 1316 completed (236.500 ms) ======
====== scala-kmeans (scala) [default], iteration 1317 started ======
====== scala-kmeans (scala) [default], iteration 1317 completed (237.168 ms) ======
====== scala-kmeans (scala) [default], iteration 1318 started ======
====== scala-kmeans (scala) [default], iteration 1318 completed (237.433 ms) ======
====== scala-kmeans (scala) [default], iteration 1319 started ======
====== scala-kmeans (scala) [default], iteration 1319 completed (237.985 ms) ======
====== scala-kmeans (scala) [default], iteration 1320 started ======
====== scala-kmeans (scala) [default], iteration 1320 completed (238.113 ms) ======
====== scala-kmeans (scala) [default], iteration 1321 started ======
====== scala-kmeans (scala) [default], iteration 1321 completed (236.102 ms) ======
====== scala-kmeans (scala) [default], iteration 1322 started ======
====== scala-kmeans (scala) [default], iteration 1322 completed (237.567 ms) ======
====== scala-kmeans (scala) [default], iteration 1323 started ======
====== scala-kmeans (scala) [default], iteration 1323 completed (237.136 ms) ======
====== scala-kmeans (scala) [default], iteration 1324 started ======
====== scala-kmeans (scala) [default], iteration 1324 completed (235.900 ms) ======
====== scala-kmeans (scala) [default], iteration 1325 started ======
====== scala-kmeans (scala) [default], iteration 1325 completed (239.628 ms) ======
====== scala-kmeans (scala) [default], iteration 1326 started ======
====== scala-kmeans (scala) [default], iteration 1326 completed (238.171 ms) ======
====== scala-kmeans (scala) [default], iteration 1327 started ======
====== scala-kmeans (scala) [default], iteration 1327 completed (238.166 ms) ======
====== scala-kmeans (scala) [default], iteration 1328 started ======
====== scala-kmeans (scala) [default], iteration 1328 completed (237.043 ms) ======
====== scala-kmeans (scala) [default], iteration 1329 started ======
====== scala-kmeans (scala) [default], iteration 1329 completed (237.482 ms) ======
====== scala-kmeans (scala) [default], iteration 1330 started ======
====== scala-kmeans (scala) [default], iteration 1330 completed (241.826 ms) ======
====== scala-kmeans (scala) [default], iteration 1331 started ======
====== scala-kmeans (scala) [default], iteration 1331 completed (237.284 ms) ======
====== scala-kmeans (scala) [default], iteration 1332 started ======
====== scala-kmeans (scala) [default], iteration 1332 completed (237.794 ms) ======
====== scala-kmeans (scala) [default], iteration 1333 started ======
====== scala-kmeans (scala) [default], iteration 1333 completed (237.999 ms) ======
====== scala-kmeans (scala) [default], iteration 1334 started ======
====== scala-kmeans (scala) [default], iteration 1334 completed (237.055 ms) ======
====== scala-kmeans (scala) [default], iteration 1335 started ======
====== scala-kmeans (scala) [default], iteration 1335 completed (237.670 ms) ======
====== scala-kmeans (scala) [default], iteration 1336 started ======
====== scala-kmeans (scala) [default], iteration 1336 completed (236.708 ms) ======
====== scala-kmeans (scala) [default], iteration 1337 started ======
====== scala-kmeans (scala) [default], iteration 1337 completed (237.378 ms) ======
====== scala-kmeans (scala) [default], iteration 1338 started ======
====== scala-kmeans (scala) [default], iteration 1338 completed (236.885 ms) ======
====== scala-kmeans (scala) [default], iteration 1339 started ======
====== scala-kmeans (scala) [default], iteration 1339 completed (236.417 ms) ======
====== scala-kmeans (scala) [default], iteration 1340 started ======
====== scala-kmeans (scala) [default], iteration 1340 completed (239.384 ms) ======
====== scala-kmeans (scala) [default], iteration 1341 started ======
====== scala-kmeans (scala) [default], iteration 1341 completed (236.503 ms) ======
====== scala-kmeans (scala) [default], iteration 1342 started ======
====== scala-kmeans (scala) [default], iteration 1342 completed (238.926 ms) ======
====== scala-kmeans (scala) [default], iteration 1343 started ======
====== scala-kmeans (scala) [default], iteration 1343 completed (236.959 ms) ======
====== scala-kmeans (scala) [default], iteration 1344 started ======
====== scala-kmeans (scala) [default], iteration 1344 completed (233.445 ms) ======
====== scala-kmeans (scala) [default], iteration 1345 started ======
====== scala-kmeans (scala) [default], iteration 1345 completed (237.781 ms) ======
====== scala-kmeans (scala) [default], iteration 1346 started ======
====== scala-kmeans (scala) [default], iteration 1346 completed (258.505 ms) ======
====== scala-kmeans (scala) [default], iteration 1347 started ======
====== scala-kmeans (scala) [default], iteration 1347 completed (258.078 ms) ======
====== scala-kmeans (scala) [default], iteration 1348 started ======
====== scala-kmeans (scala) [default], iteration 1348 completed (236.945 ms) ======
